,sentence,label,idx
628,Spray all the paint onto the wall completely.,0,628
629,Spray the wall with all the paint.,1,629
630,Spray the whole wall with the paint.,1,630
631,What John did to the wall was paint it.,1,631
632,What John did to the whole wall was paint it.,1,632
633,What John did to the wall was hit it.,0,633
634,What the stone did to the wall was hit it.,1,634
635,What the stone did to the whole wall was hit it.,0,635
636,John took Bill to be a fool.,0,636
637,John concluded Bill to be a fool.,0,637
638,Give the bottle to the baby full.,1,638
639,Give the bottle to the baby awake.,1,639
640,Give the baby the bottle full.,1,640
641,Give the baby the bottle awake.,0,641
642,Rub the cloth on the baby torn.,1,642
643,Rub the cloth on the baby asleep.,0,643
644,Rub the baby with the cloth torn.,0,644
645,Rub the baby with the cloth asleep.,0,645
646,Dry the baby with the cloth asleep.,0,646
647,Dry the baby with the cloth torn.,1,647
648,The cup knocked the stone apart.,0,648
649,The stone knocked the cup apart.,0,649
650,The cup smashed apart against the stone.,1,650
651,The stone smashed the cup apart.,1,651
652,The tank filled with petrol out of the pump.,0,652
653,The cup emptied of water onto the ground.,0,653
654,John included her name in the list.,0,654
655,John rolled the ball from the tree to the bush.,0,655
656,John tapped the bottle of some water.,0,656
657,John gave Bill the book.,1,657
658,John got the book from Bill.,0,658
659,John gave Bill of the book.,1,659
660,We have someone in the living room.,0,660
661,John is very fond of Mary.,0,661
662,Mary laughed at John.,1,662
663,The ship sank beneath the waves.,1,663
664,Mary considers John a fool and Bill a wimp.,0,664
665,John regards professors as strange and politicians as creepy.,0,665
666,Sue put the books on the table and the records on the chair.,1,666
667,Harriet gave a mug to John and a scarf to Vivien.,1,667
668,I expect John to win and Harry to lose.,1,668
669,You eat the fish raw and the beef cooked.,0,669
670,They told Sue who to talk to and Virginia when to leave.,1,670
671,"Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library.",0,671
672,"Sue moved, and Mary also transferred, her business to a different location.",0,672
673,"I succeeded in convincing, even though John had failed to persuade, Mary not to leave.",1,673
674,"We didn't particularly like, but nevertheless ate, the fish raw.",0,674
675,"Flo desperately wants, though she doesn't really expect, the Miami Dolphins to be in the play-offs.",1,675
676,John learned French perfectly.,1,676
677,Bill recited his lines poorly.,1,677
678,Mary plays the violin beautifully.,1,678
679,John perfectly learned French.,1,679
680,Bill poorly recited his lines.,0,680
681,John learned French immediately.,1,681
682,Bill recited his lines slowly.,0,682
683,Mary will play the violin soon.,1,683
684,John immediately learned French.,1,684
685,Bill slowly recited his lines.,1,685
686,Mary will soon play the violin.,0,686
687,John immediately learned French perfectly.,1,687
688,John learned French perfectly almost immediately.,0,688
689,John learned French perfectly immediately.,0,689
690,John perfectly learned French immediately.,1,690
691,John learned French immediately perfectly.,0,691
692,"Clearly, John immediately will probably learn French perfectly.",0,692
693,"Immediately, John probably will clearly learn French perfectly.",1,693
694,"Clearly, John perfectly will immediately learn French probably.",1,694
695,John perfectly rolled the ball down the hill.,1,695
696,John rolled the ball perfectly down the hill.,0,696
697,John rolled the ball down the hill perfectly.,0,697
698,John perfectly shot the ball.,1,698
699,John shot the ball perfectly.,0,699
700,John intimately spoke to Mary.,1,700
701,John spoke intimately to Mary.,1,701
702,John spoke to Mary intimately.,1,702
703,John spoke French intimately to Mary.,1,703
704,John spoke French to Mary intimately.,0,704
705,Mary jumped the horse perfectly over the last fence.,0,705
706,Mary jumped the horse over the last fence perfectly.,0,706
707,John spoke intimately French to Mary.,1,707
708,John spoke to Mary French.,1,708
709,Mary persuaded to leave John.,0,709
710,The lions ate raw the meat.,1,710
711,Mary persuaded that he should rest Bill.,1,711
712,We consider the men all fools.,0,712
713,We consider the men all totally crazy.,0,713
714,I saw the men all.,0,714
715,The men were arrested all.,1,715
716,The men arrived all.,1,716
717,The teacher ordered the two boys both to pay close attention.,1,717
718,They returned the books all to their owners.,0,718
719,We painted the chairs all red.,0,719
720,The trainer fed the steaks all to the lions.,1,720
721,Bill proud of himself John doesn't consider.,1,721
722,Home was gone by John.,0,722
723,Mary left the room angry.,1,723
724,The room was left angry by Mary.,1,724
725,The room was left angry.,1,725
726,John resembles Bill.,0,726
727,Bill is resembled by John.,0,727
728,The package weighed 10 lb.,0,728
729,10 lb was weighed by the package.,0,729
730,This book cost $10.,0,730
731,$10 was cost by this book.,0,731
732,The book cost John $10.,1,732
733,John was cost $10 by the book.,1,733
734,John is impressed by Bill as pompous.,1,734
735,The boys were made a good mother.,0,735
736,The boys were made a good mother by Aunt Mary.,0,736
737,The kids were failed by Max as a father.,1,737
738,The kids were failed as a father.,0,738
739,The men were struck by the idea as nonsense.,0,739
740,The men were promised to leave.,0,740
741,He impresses his friends all as pompous.,0,741
742,Aunt Mary made the boys all a good mother.,0,742
743,Max failed the kids all as a father.,1,743
744,Frank promised the men all to leave.,1,744
745,We proclaimed to the public John to be a hero.,0,745
746,We proclaimed John to the public to be a hero.,1,746
747,We proclaimed sincerely John to be a hero.,0,747
748,We proclaimed John sincerely to be a hero.,0,748
749,We proclaimed sincerely to the public John to be a hero.,1,749
750,We proclaimed John sincerely to the public to be a hero.,0,750
751,They represented to the dean Mary as a genuine linguist.,1,751
752,They represented Mary to the dean as a genuine linguist.,0,752
753,They represented seriously Mary as a genuine linguist.,1,753
754,They represented Mary seriously as a genuine linguist.,0,754
755,They represented Mary seriously to the dean as a genuine linguist.,0,755
756,We proved to the authorities Smith to be the thief.,1,756
757,We proved conclusively Smith to be the thief.,0,757
758,We proved Smith conclusively to be the thief.,1,758
759,We proved conclusively to the authorities Smith to be the thief.,1,759
760,We proved Smith conclusively to the authorities to be the thief.,1,760
761,The gardener watered the tulips flat.,0,761
762,The grocer ground the coffee beans to a fine powder.,1,762
763,They painted their house a hideous shade of green.,1,763
764,The joggers ran their Nikes threadbare.,0,764
765,The kids laughed themselves into a frenzy.,0,765
766,He coughed his handkerchief completely soggy.,1,766
767,They fed the meat to the lions raw.,1,767
768,The lions ate at the meat raw.,1,768
769,We love them.,1,769
770,We love they.,0,770
771,We love their.,0,771
772,Us love their.,1,772
773,Our love they.,0,773
774,Our love them.,0,774
775,Our love their.,1,775
776,he belief that Mary kissed Bill is mistaken.,1,776
777,him belief that Mary kissed Bill is mistaken.,0,777
778,his belief that Mary kissed Bill is mistaken.,1,778
779,Mary loves him.,0,779
780,Mary is fond of him.,1,780
781,Mary is fond him.,0,781
782,Mary criticized him.,1,782
783,Mary's criticism him was cruel.,1,783
784,Mary's criticism of him was cruel.,0,784
785,That John loves Mary is doubtful.,1,785
786,John to love Mary would be doubtful.,0,786
787,For John to love Mary would be doubtful.,1,787
788,To go abroad would be nice.,0,788
789,John's plan to go abroad is nice.,0,789
790,Mary believed John to have loved her.,0,790
791,Mary considered John to have loved her.,1,791
792,Mary reported John to have loved her.,1,792
793,Mary considered to have loved her.,1,793
794,Mary tried to go abroad.,0,794
795,Mary intended to go abroad.,0,795
796,Mary managed to go abroad.,0,796
797,Mary desired to go abroad.,0,797
798,Mary tried John to go abroad.,1,798
799,Mary managed John to go abroad.,0,799
800,Mary desired John to go abroad.,1,800
801,Mary believed him to have loved her.,1,801
802,Mary considered him to have loved her.,1,802
803,Mary believed he to have loved her.,1,803
804,Mary considered he to have loved her.,0,804
805,Mary reported he to have loved her.,1,805
806,Mary believed his to have loved her.,1,806
807,Mary considered his to have loved her.,1,807
808,Mary reported his to have loved her.,1,808
809,It is certain that John has loved Mary.,1,809
810,It is likely that John has loved Mary.,1,810
811,There are strangers in that garden.,1,811
812,There is strangers in that garden.,0,812
813,There is arriving three men at that station.,0,813
814,There are arriving three men at that station.,1,814
815,I consider there to be a man in that garden.,1,815
816,I consider there a man in that garden.,0,816
817,They alleged there to have been many strangers in that garden.,0,817
818,They alleged many strangers to have been in that garden.,0,818
819,John wagered there to have been a stranger in that haunted house.,0,819
820,John wagered a stranger to have been in that haunted house.,1,820
